epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
74,0.010252534411847591,0.05637451261281967,0.08608265966176987,0.18440817296504974
75,0.00961900595575571,0.051211223006248474,0.08265095204114914,0.18159647285938263
76,0.00918921921402216,0.04978308081626892,0.08017574995756149,0.17870746552944183
77,0.0093074357137084,0.050631456077098846,0.0870896577835083,0.1861215978860855
78,0.010009470395743847,0.051824335008859634,0.08226656168699265,0.18093061447143555
79,0.010495753027498722,0.05410751327872276,0.08418317884206772,0.18310809135437012
80,0.010138912126421928,0.05445301905274391,0.08062253147363663,0.1801839917898178
81,0.009637963958084583,0.051375772804021835,0.0852605327963829,0.18675880134105682
82,0.009899827651679516,0.05256836116313934,0.0840815082192421,0.18613308668136597
83,0.010237977840006351,0.05655128136277199,0.08348240703344345,0.18341493606567383
84,0.010305973701179028,0.05471188575029373,0.08515715599060059,0.18684272468090057
85,0.009739776141941547,0.05497327819466591,0.08164805173873901,0.1813841313123703
86,0.009694164618849754,0.05225382372736931,0.08157205581665039,0.1803632527589798
87,0.010331784375011921,0.05841502919793129,0.0886976346373558,0.18847869336605072
88,0.009541104547679424,0.05343944951891899,0.08296025544404984,0.18206025660037994
89,0.010456880554556847,0.05535021796822548,0.08444678038358688,0.18305647373199463
90,0.009568240493535995,0.05366041511297226,0.08294488489627838,0.18138320744037628
91,0.010014521889388561,0.05203283578157425,0.0769578143954277,0.17658786475658417
92,0.008545605465769768,0.049805477261543274,0.08772468566894531,0.1866484135389328
93,0.009642220102250576,0.05033598095178604,0.08251731097698212,0.18188609182834625
94,0.008753718808293343,0.04816318675875664,0.08608061075210571,0.18486303091049194
95,0.009130576625466347,0.05124753713607788,0.08363648504018784,0.18371008336544037
96,0.009097453206777573,0.05167480185627937,0.0845392718911171,0.18284504115581512
97,0.00858983863145113,0.04833706095814705,0.08154160529375076,0.18077526986598969
98,0.008856057189404964,0.05024311691522598,0.08322808891534805,0.1828945130109787
99,0.00886442605406046,0.05027376860380173,0.08305027335882187,0.18274982273578644
100,0.009046417661011219,0.050849683582782745,0.0852942243218422,0.1862417310476303
101,0.009211180731654167,0.05238358676433563,0.08661528676748276,0.1873362511396408
102,0.009895853698253632,0.05873199552297592,0.08497852087020874,0.18577103316783905
103,0.010132343508303165,0.05510846525430679,0.08244464546442032,0.18217723071575165
104,0.00899200513958931,0.049150027334690094,0.08244849741458893,0.1819567233324051
105,0.008881615474820137,0.05010790750384331,0.08306148648262024,0.18425555527210236
106,0.008757014758884907,0.04973486438393593,0.07953242212533951,0.17975346744060516
107,0.00857715867459774,0.04907882586121559,0.08738230913877487,0.1888790875673294
108,0.008547767996788025,0.050340063869953156,0.0817231610417366,0.18131451308727264
109,0.008918418549001217,0.05140822008252144,0.07887865602970123,0.17853660881519318
110,0.010066882707178593,0.05672324448823929,0.08488523960113525,0.18508338928222656
111,0.008903604932129383,0.05047326907515526,0.08125312626361847,0.18192052841186523
112,0.00868766289204359,0.05020807310938835,0.08326604217290878,0.18467040359973907
113,0.008477241732180119,0.05114290118217468,0.08100054413080215,0.18039436638355255
114,0.008446194231510162,0.048484742641448975,0.08699629455804825,0.18856139481067657
115,0.00986449420452118,0.05565548315644264,0.08805087208747864,0.18763601779937744
116,0.009298150427639484,0.0530589297413826,0.08743026107549667,0.18904167413711548
117,0.008512021973729134,0.04952970892190933,0.07589343935251236,0.17649193108081818
118,0.008418559096753597,0.05073966458439827,0.08213716000318527,0.19144809246063232
119,0.012115327641367912,0.06506043672561646,0.08274023979902267,0.1830732375383377
120,0.00983064342290163,0.05326975882053375,0.08204082399606705,0.18168210983276367
121,0.009149451740086079,0.04975420609116554,0.08819470554590225,0.18872296810150146
122,0.00942914467304945,0.05437236651778221,0.08256202936172485,0.18275505304336548
123,0.008535932749509811,0.05080176517367363,0.08574243634939194,0.1860753893852234
124,0.008656149730086327,0.051080960780382156,0.08534031361341476,0.18464326858520508
125,0.008296610787510872,0.04838483780622482,0.08673107624053955,0.1872800588607788
126,0.008257976733148098,0.0504600964486599,0.08174141496419907,0.18338501453399658
127,0.00786715466529131,0.04817917197942734,0.0821303054690361,0.18232178688049316
128,0.008128916844725609,0.048844195902347565,0.08581741899251938,0.18618690967559814
129,0.00819455087184906,0.04826873540878296,0.09109621495008469,0.19441097974777222
130,0.008438745513558388,0.05010456219315529,0.0873156413435936,0.18926286697387695
131,0.007886522449553013,0.04781032353639603,0.08498239517211914,0.1861666887998581
132,0.007877692580223083,0.047471098601818085,0.08490387350320816,0.1866285800933838
133,0.008008988574147224,0.048497818410396576,0.08270572125911713,0.1858944147825241
134,0.007704119198024273,0.04911886900663376,0.0822138711810112,0.18667562305927277
135,0.008353832177817822,0.05023634061217308,0.08739802986383438,0.1944160908460617
136,0.00826566107571125,0.04967131093144417,0.08781731873750687,0.19070017337799072
137,0.008097336627542973,0.050368379801511765,0.08459457010030746,0.1891820877790451
138,0.00762592488899827,0.04780074954032898,0.08886892348527908,0.19083797931671143
139,0.007422620430588722,0.045436792075634,0.08523350954055786,0.19036607444286346
140,0.00787788350135088,0.04912741482257843,0.08525177091360092,0.18665271997451782
141,0.007595978677272797,0.04812490567564964,0.09103399515151978,0.19663946330547333
142,0.007305408827960491,0.04581540822982788,0.08913993090391159,0.19372211396694183
143,0.007712162099778652,0.04817330092191696,0.0865451991558075,0.18931235373020172
144,0.007349214516580105,0.045515310019254684,0.08525246381759644,0.1895810216665268
145,0.007084342651069164,0.0453173965215683,0.09040609002113342,0.19404561817646027
146,0.007473557721823454,0.04804275929927826,0.09179743379354477,0.19795893132686615
147,0.008366386406123638,0.04996507987380028,0.08929181098937988,0.19360923767089844
148,0.0076389615423977375,0.048342086374759674,0.08939365297555923,0.1953551024198532
92,0.10080663859844208,0.1948263794183731,0.048159077763557434,0.1568029671907425
93,0.06245961785316467,0.1772683709859848,0.03343842551112175,0.12869791686534882
94,0.04285808652639389,0.14253583550453186,0.03218992426991463,0.1305268108844757
95,0.04082050919532776,0.14567840099334717,0.030549215152859688,0.12482371926307678
96,0.037536151707172394,0.135269433259964,0.027418307960033417,0.11573074012994766
97,0.03317760303616524,0.12450284510850906,0.026225121691823006,0.11446517705917358
98,0.030978001654148102,0.12246362119913101,0.023838544264435768,0.1089930310845375
99,0.02847873792052269,0.11789032816886902,0.023212948814034462,0.10739866644144058
100,0.02798917517066002,0.11683399975299835,0.022662190720438957,0.10566597431898117
101,0.02693973481655121,0.11428623646497726,0.021766535937786102,0.10318470001220703
102,0.025163529440760612,0.11020156741142273,0.02114645577967167,0.10134769231081009
103,0.0240141861140728,0.10739731788635254,0.01995837315917015,0.09733784198760986
104,0.022800937294960022,0.10395769774913788,0.019033221527934074,0.09426862001419067
105,0.021886225789785385,0.10109764337539673,0.018723413348197937,0.09363096207380295
106,0.0215261522680521,0.10060912370681763,0.01838032901287079,0.09273466467857361
107,0.021037429571151733,0.09987223148345947,0.017971741035580635,0.0910937562584877
108,0.020350690931081772,0.09741365909576416,0.017816346138715744,0.0908033549785614
109,0.01997178979218006,0.09664120525121689,0.01753651537001133,0.0900353267788887
110,0.01949726790189743,0.09550677239894867,0.017134491354227066,0.08834224194288254
111,0.018902549520134926,0.0933285653591156,0.016972806304693222,0.08777046948671341
112,0.01858256384730339,0.09252957254648209,0.016818353906273842,0.08720939606428146
113,0.018133915960788727,0.09105426073074341,0.016710029914975166,0.08690150827169418
114,0.01766730099916458,0.08966943621635437,0.016742348670959473,0.08723320811986923
115,0.01738855615258217,0.08940224349498749,0.016750125214457512,0.08725256472826004
116,0.01710968278348446,0.08867049217224121,0.0166414063423872,0.0867418423295021
117,0.016759498044848442,0.0875057652592659,0.016505757346749306,0.08603596687316895
118,0.01642609015107155,0.08628939092159271,0.016443049535155296,0.0856492891907692
119,0.016174988821148872,0.08542150259017944,0.01632501371204853,0.08512111753225327
120,0.015853146091103554,0.084369957447052,0.016269052401185036,0.08499061316251755
121,0.015581034123897552,0.08360911905765533,0.016261026263237,0.0851004421710968
122,0.015381762757897377,0.08316013216972351,0.01615171693265438,0.08467728644609451
123,0.015125274658203125,0.08237791061401367,0.016034381464123726,0.0841781497001648
124,0.014873523265123367,0.0815303772687912,0.01596524752676487,0.08399174362421036
125,0.014653202146291733,0.08094977587461472,0.01593656651675701,0.08402084559202194
126,0.014444553293287754,0.08052291721105576,0.015893666073679924,0.0837680995464325
127,0.014207474887371063,0.07960924506187439,0.015870971605181694,0.08361490815877914
128,0.014020966365933418,0.07903964072465897,0.015842260792851448,0.08346549421548843
129,0.013834072276949883,0.0784982442855835,0.015787450596690178,0.08311900496482849
130,0.013621050864458084,0.077647365629673,0.015736592933535576,0.08280745148658752
131,0.013440131209790707,0.07701398432254791,0.01568642072379589,0.08250962942838669
132,0.013263531029224396,0.07638358324766159,0.015653980895876884,0.08235213905572891
133,0.013081304728984833,0.07581740617752075,0.015649938955903053,0.08238786458969116
134,0.012906594201922417,0.07537566870450974,0.01566208526492119,0.08251512795686722
135,0.012749803252518177,0.07504121214151382,0.015637652948498726,0.08242713660001755
136,0.012571166269481182,0.07453817129135132,0.015623199753463268,0.08236950635910034
137,0.01240698341280222,0.07406162470579147,0.015630057081580162,0.08242736756801605
138,0.012250619940459728,0.07362107187509537,0.015643524006009102,0.08252264559268951
139,0.012086980976164341,0.07313735783100128,0.015649355947971344,0.08256909996271133
140,0.011925222352147102,0.0726105272769928,0.015645230188965797,0.08257072418928146
141,0.011771902441978455,0.0721474140882492,0.015636755153536797,0.08251582086086273
142,0.011611664667725563,0.07160285115242004,0.01563931256532669,0.0825197622179985
143,0.011455992236733437,0.07111979275941849,0.01564788818359375,0.08256113529205322
144,0.011307355016469955,0.07070370763540268,0.01565627194941044,0.08257807046175003
145,0.011151770129799843,0.07020895183086395,0.01567886583507061,0.08267176896333694
146,0.011000154539942741,0.06977351754903793,0.015709836035966873,0.08279621601104736
147,0.010853901505470276,0.0693553239107132,0.015721134841442108,0.08281870931386948
148,0.01070544682443142,0.06890416145324707,0.01571633480489254,0.0827714130282402
149,0.01055906992405653,0.06843970715999603,0.015719659626483917,0.082769013941288
150,0.010416023433208466,0.06798118352890015,0.015733962878584862,0.08282963186502457
151,0.010270262137055397,0.0675206109881401,0.01575186289846897,0.08291376382112503
152,0.010129833593964577,0.06708219647407532,0.01576414704322815,0.0829673632979393
153,0.009989854879677296,0.06664318591356277,0.015781963244080544,0.08303429931402206
154,0.009847805835306644,0.06619943678379059,0.015811268240213394,0.0831475630402565
155,0.00970945693552494,0.06578949093818665,0.015840543434023857,0.08325345814228058
156,0.009572187438607216,0.06536819785833359,0.015866916626691818,0.0833524763584137
157,0.009435771033167839,0.06494617462158203,0.01589532569050789,0.0834636315703392
158,0.009302233345806599,0.06453672051429749,0.01591903530061245,0.08354731649160385
159,0.009168881922960281,0.06410619616508484,0.01593279279768467,0.08359263092279434
160,0.009036894887685776,0.06367047131061554,0.015949582681059837,0.08365524560213089
161,0.008908223360776901,0.06324288249015808,0.015977418050169945,0.0837666317820549
162,0.00877968966960907,0.06282728165388107,0.016010692343115807,0.08389655500650406
163,0.00865430198609829,0.06242770329117775,0.0160349290817976,0.08398137241601944
164,0.00852971337735653,0.062008682638406754,0.016055403277277946,0.08404358476400375
165,0.008406737819314003,0.061580248177051544,0.01608102209866047,0.08412313461303711
166,0.008286378346383572,0.061163730919361115,0.016106266528367996,0.08420852571725845
167,0.008167698048055172,0.06075495108962059,0.016128800809383392,0.08429064601659775
168,0.00805085338652134,0.06035112217068672,0.016152922064065933,0.08437743782997131
169,0.00793599896132946,0.05995345115661621,0.016176139935851097,0.08445736020803452
170,0.007822584360837936,0.059556350111961365,0.01619517058134079,0.08452313393354416
171,0.007711637765169144,0.05916297435760498,0.01621607504785061,0.08459717035293579
172,0.007602374069392681,0.058771952986717224,0.01624450460076332,0.08469774574041367
173,0.0074949623085558414,0.058392882347106934,0.016272949054837227,0.08479373902082443
174,0.007389839738607407,0.05801492556929588,0.0162967462092638,0.0848703607916832
175,0.007286218926310539,0.057630591094493866,0.016325118020176888,0.08496677875518799
176,0.007184883579611778,0.05725761502981186,0.01635751500725746,0.08508503437042236
177,0.007085257209837437,0.056895799934864044,0.0163862407207489,0.0851941928267479
178,0.006987627595663071,0.05653489753603935,0.01641106605529785,0.0852862000465393
179,0.0068918862380087376,0.05617434158921242,0.01643531210720539,0.0853714719414711
180,0.006797680631279945,0.05581457167863846,0.016457760706543922,0.08545088022947311
181,0.006705503445118666,0.0554589182138443,0.016478581354022026,0.08552833646535873
182,0.006614997051656246,0.055105745792388916,0.01650083437561989,0.08561614900827408
183,0.006526289042085409,0.05476096644997597,0.016522400081157684,0.08570028096437454
184,0.006439252756536007,0.05441952496767044,0.016540445387363434,0.0857665166258812
185,0.006353775970637798,0.054076213389635086,0.016561901196837425,0.08583992719650269
186,0.006269973237067461,0.053737886250019073,0.016589531674981117,0.0859321653842926
187,0.00618757726624608,0.053405918180942535,0.01661680079996586,0.08602317422628403
188,0.006106777116656303,0.053072646260261536,0.01664162054657936,0.0861060693860054
189,0.006027561612427235,0.0527394562959671,0.01666579209268093,0.08618632704019547
190,0.005949888378381729,0.052412182092666626,0.016688009724020958,0.08625908941030502
191,0.005873657297343016,0.0520867295563221,0.016709091141819954,0.08632764965295792
192,0.005798668600618839,0.051762815564870834,0.016731159761548042,0.08639966696500778
